Institution ID,Institution Name,Total Student Count,LRE Students >80%,LRE Students >80% Target,LRE Students <40%,LRE Students <40% Target,LRE Students Separate Settings,LRE Students Separate Settings Target,Elementary School Participation ELA,Elementary School Participation ELA Target,Middle School Participation ELA,Middle School Participation ELA Target,High School Participation ELA,High School Participation ELA Target,Elementary School Meet/Exceed ELA,Elementary School Meet/Exceed ELA Target,Middle School Meet/Exceed ELA,Middle School Meet/Exceed ELA Target,High School Meet/Exceed ELA,High School Meet/Exceed ELA Target,Elementary School Participation Math,Elementary School Participation Math Target,Middle School Participation Math,Middle School Participation Math Target,High School Participation Math,High School Participation Math Target,Elementary School Meet/Exceed Math,Elementary School Meet/Exceed Math Target,Middle School Meet/Exceed Math,Middle School Meet/Exceed Math Target,High School Meet/Exceed Math,High School Meet/Exceed Math Target,Special Education Eligibility,Special Education Eligibility Target,Parent Involvement,Parent Involvement Target,Secondary Transition,Secondary Transition Target,SuspExplFg,SuspExplRaceEthnicityFg,DisPrptnRprsntnFg,DisPrptnRprsntnDsbltyFg,IEP 4Yr Cohort Grad 17-18,IEP 4Yr Cohort Grad 17-18 Target,IEP 5Yr Cohort Grad 17-18,IEP 5Yr Cohort Grad 17-18 Target,IEP Dropout 17-18,IEP Dropout 17-18 Target,Higher Ed,Higher Ed Target,Higher Ed/Employed,Higher Ed/Employed Target,Higher Ed/Training/Employed,Higher Ed/Training/Employed Target
2092,Lowell SD 71,92,92.39%,73.00% or more,4.35%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,*,95.00%,6.90%,35.00%,20.59%,35.00%,*,35.00%,>95%,95.00%,>95%,95.00%,*,95.00%,6.90%,32.00%,9.09%,32.00%,*,32.00%,100.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,100,84.0% or more,*,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2085,Mapleton SD 32,25,76.00%,73.00% or more,12.00%,10.60% or less,0.00%,1.80% or less,*,95.00%,*,95.00%,*,95.00%,*,35.00%,*,35.00%,*,35.00%,*,95.00%,*,95.00%,*,95.00%,*,32.00%,*,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2094,Marcola SD 79J,54,90.74%,73.00% or more,3.70%,10.60% or less,1.85%,1.80% or less,55.56%,95.00%,82.35%,95.00%,*,95.00%,30.00%,35.00%,14.29%,35.00%,*,35.00%,55.56%,95.00%,82.35%,95.00%,*,95.00%,20.00%,32.00%,7.14%,32.00%,*,32.00%,100.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,71.43,84.0% or more,66.67%,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2090,McKenzie SD 68,32,75.00%,73.00% or more,3.13%,10.60% or less,9.38%,1.80% or less,66.67%,95.00%,72.73%,95.00%,*,95.00%,*,35.00%,<5%,35.00%,*,35.00%,66.67%,95.00%,72.73%,95.00%,*,95.00%,*,32.00%,<5%,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2256,McMinnville SD 40,803,79.20%,73.00% or more,11.21%,10.60% or less,0.75%,1.80% or less,92.58%,95.00%,>95%,95.00%,83.33%,95.00%,24.64%,35.00%,16.89%,35.00%,31.43%,35.00%,93.01%,95.00%,94.78%,95.00%,80.95%,95.00%,23.94%,32.00%,16.97%,32.00%,11.76%,32.00%,98.28%,100.00%,82.28%,81.23%,*,100.00%,No ,No ,No ,No ,77.59,84.0% or more,70.00%,86.0% or more,1.44%,3.1% or less,19.51%,31.00%,70.73%,55.50%,78.05%,72.00%
2048,Medford SD 549C,2098,76.60%,73.00% or more,10.63%,10.60% or less,0.43%,1.80% or less,>95%,95.00%,>95%,95.00%,92.45%,95.00%,24.40%,35.00%,26.14%,35.00%,30.61%,35.00%,94.53%,95.00%,>95%,95.00%,89.62%,95.00%,20.40%,32.00%,17.46%,32.00%,14.74%,32.00%,92.00%,100.00%,76.03%,81.23%,100.00%,100.00%,Yes,No ,No ,No ,74.36,84.0% or more,69.32%,86.0% or more,3.62%,3.1% or less,20.37%,31.00%,38.89%,55.50%,70.37%,72.00%
2205,Milton-Freewater Unified SD 7,196,75.51%,73.00% or more,8.16%,10.60% or less,1.02%,1.80% or less,>95%,95.00%,>95%,95.00%,86.67%,95.00%,15.69%,35.00%,<5%,35.00%,30.77%,35.00%,>95%,95.00%,>95%,95.00%,80.00%,95.00%,23.53%,32.00%,<5%,32.00%,8.33%,32.00%,100.00%,100.00%,76.92%,81.23%,*,100.00%,No ,No ,No ,No ,53.33,84.0% or more,28.57%,86.0% or more,12.96%,3.1% or less,0.00%,31.00%,14.29%,55.50%,57.14%,72.00%
2249,Mitchell SD 55,61,86.89%,73.00% or more,13.11%,10.60% or less,0.00%,1.80% or less,80.00%,95.00%,>95%,95.00%,90.91%,95.00%,12.50%,35.00%,16.67%,35.00%,20.00%,35.00%,80.00%,95.00%,>95%,95.00%,90.91%,95.00%,<5%,32.00%,8.33%,32.00%,10.00%,32.00%,100.00%,100.00%,66.67%,81.23%,*,100.00%,No ,No ,No ,No ,16.67,84.0% or more,21.21%,86.0% or more,48.78%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
1925,Molalla River SD 35,377,74.54%,73.00% or more,7.69%,10.60% or less,1.86%,1.80% or less,90.91%,95.00%,84.21%,95.00%,87.50%,95.00%,20.00%,35.00%,17.71%,35.00%,33.33%,35.00%,90.00%,95.00%,82.46%,95.00%,83.33%,95.00%,15.15%,32.00%,7.45%,32.00%,25.00%,32.00%,98.48%,100.00%,81.82%,81.23%,*,100.00%,No ,No ,No ,No ,54.17,84.0% or more,71.43%,86.0% or more,2.26%,3.1% or less,10.00%,31.00%,20.00%,55.50%,50.00%,72.00%
1898,Monroe SD 1J,59,71.19%,73.00% or more,3.39%,10.60% or less,3.39%,1.80% or less,84.21%,95.00%,73.68%,95.00%,*,95.00%,50.00%,35.00%,7.14%,35.00%,*,35.00%,78.95%,95.00%,63.16%,95.00%,*,95.00%,40.00%,32.00%,16.67%,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2010,Monument SD 8,8,100.00%,73.00% or more,0.00%,10.60% or less,0.00%,1.80% or less,*,95.00%,*,95.00%,*,95.00%,*,35.00%,*,35.00%,*,35.00%,*,95.00%,*,95.00%,*,95.00%,*,32.00%,*,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,*,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2147,Morrow SD 1,286,86.01%,73.00% or more,3.50%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,>95%,95.00%,12.09%,35.00%,5.56%,35.00%,26.32%,35.00%,>95%,95.00%,>95%,95.00%,>95%,95.00%,10.87%,32.00%,<5%,32.00%,10.53%,32.00%,96.49%,100.00%,77.78%,81.23%,*,100.00%,No ,No ,No ,No ,78.13,84.0% or more,63.64%,86.0% or more,4.17%,3.1% or less,8.33%,31.00%,58.33%,55.50%,66.67%,72.00%
2145,Mt Angel SD 91,82,71.95%,73.00% or more,7.32%,10.60% or less,0.00%,1.80% or less,90.00%,95.00%,>95%,95.00%,*,95.00%,38.89%,35.00%,13.04%,35.00%,*,35.00%,90.00%,95.00%,>95%,95.00%,*,95.00%,22.22%,32.00%,<5%,32.00%,*,32.00%,100.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,61.54%,86.0% or more,3.57%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
1968,Myrtle Point SD 41,70,77.14%,73.00% or more,10.00%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,>95%,95.00%,<5%,35.00%,11.11%,35.00%,33.33%,35.00%,>95%,95.00%,94.44%,95.00%,>95%,95.00%,5.00%,32.00%,11.76%,32.00%,16.67%,32.00%,100.00%,100.00%,75.00%,81.23%,*,100.00%,No ,No ,No ,No ,14.29,84.0% or more,*,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2198,Neah-Kah-Nie SD 56,116,79.31%,73.00% or more,6.90%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,>95%,95.00%,29.03%,35.00%,27.50%,35.00%,22.22%,35.00%,>95%,95.00%,>95%,95.00%,>95%,95.00%,9.68%,32.00%,22.50%,32.00%,<5%,32.00%,100.00%,100.00%,57.14%,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,5.88%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2199,Nestucca Valley SD 101J,70,70.00%,73.00% or more,12.86%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,>95%,95.00%,22.22%,35.00%,6.67%,35.00%,33.33%,35.00%,>95%,95.00%,>95%,95.00%,>95%,95.00%,22.22%,32.00%,13.33%,32.00%,<5%,32.00%,100.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,75.00%,86.0% or more,10.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2254,Newberg SD 29J,641,84.09%,73.00% or more,4.06%,10.60% or less,0.47%,1.80% or less,91.01%,95.00%,93.85%,95.00%,86.96%,95.00%,22.84%,35.00%,20.24%,35.00%,17.50%,35.00%,89.89%,95.00%,93.85%,95.00%,89.13%,95.00%,21.88%,32.00%,13.10%,32.00%,7.32%,32.00%,98.06%,100.00%,76.62%,81.23%,66.67%,100.00%,No ,No ,No ,No ,64.38,84.0% or more,75.00%,86.0% or more,3.83%,3.1% or less,12.50%,31.00%,12.50%,55.50%,25.00%,72.00%
1966,North Bend SD 13,559,78.18%,73.00% or more,4.47%,10.60% or less,0.00%,1.80% or less,71.94%,95.00%,78.33%,95.00%,82.61%,95.00%,26.00%,35.00%,19.86%,35.00%,21.05%,35.00%,71.22%,95.00%,78.33%,95.00%,80.43%,95.00%,26.26%,32.00%,12.06%,32.00%,<5%,32.00%,97.33%,100.00%,78.43%,81.23%,*,100.00%,No ,No ,No ,No ,34.21,84.0% or more,34.48%,86.0% or more,8.13%,3.1% or less,27.78%,31.00%,72.22%,55.50%,88.89%,72.00%
1924,North Clackamas SD 12,2619,64.83%,73.00% or more,12.03%,10.60% or less,1.11%,1.80% or less,87.68%,95.00%,91.28%,95.00%,93.19%,95.00%,24.01%,35.00%,17.75%,35.00%,26.40%,35.00%,87.68%,95.00%,90.58%,95.00%,89.53%,95.00%,20.06%,32.00%,14.29%,32.00%,11.70%,32.00%,100.00%,100.00%,81.56%,81.23%,100.00%,100.00%,Yes,No ,No ,No ,70.61,84.0% or more,72.94%,86.0% or more,4.02%,3.1% or less,24.71%,31.00%,25.88%,55.50%,68.24%,72.00%
1996,North Douglas SD 22,45,82.22%,73.00% or more,4.44%,10.60% or less,0.00%,1.80% or less,55.56%,95.00%,47.37%,95.00%,*,95.00%,*,35.00%,11.11%,35.00%,*,35.00%,55.56%,95.00%,52.63%,95.00%,*,95.00%,*,32.00%,<5%,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,8.33%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2061,North Lake SD 14,45,93.33%,73.00% or more,0.00%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,*,95.00%,10.00%,35.00%,10.00%,35.00%,*,35.00%,>95%,95.00%,>95%,95.00%,*,95.00%,<5%,32.00%,<5%,32.00%,*,32.00%,100.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,8.33%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2141,North Marion SD 15,290,72.41%,73.00% or more,15.86%,10.60% or less,0.69%,1.80% or less,>95%,95.00%,>95%,95.00%,86.36%,95.00%,13.64%,35.00%,14.58%,35.00%,26.32%,35.00%,>95%,95.00%,>95%,95.00%,86.36%,95.00%,9.23%,32.00%,10.10%,32.00%,<5%,32.00%,100.00%,100.00%,76.67%,81.23%,*,100.00%,No ,No ,No ,No ,68.18,84.0% or more,70.83%,86.0% or more,0.95%,3.1% or less,25.00%,31.00%,25.00%,55.50%,50.00%,72.00%
2214,North Powder SD 8J,39,100.00%,73.00% or more,0.00%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,87.50%,95.00%,14.29%,35.00%,18.75%,35.00%,<5%,35.00%,>95%,95.00%,>95%,95.00%,87.50%,95.00%,<5%,32.00%,6.25%,32.00%,<5%,32.00%,100.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,66.67,84.0% or more,*,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2143,North Santiam SD 29J,349,64.76%,73.00% or more,18.91%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,88.24%,95.00%,28.44%,35.00%,18.39%,35.00%,30.00%,35.00%,>95%,95.00%,>95%,95.00%,78.79%,95.00%,18.52%,32.00%,12.64%,32.00%,11.54%,32.00%,97.06%,100.00%,61.11%,81.23%,*,100.00%,Yes,No ,No ,No ,62.07,84.0% or more,65.63%,86.0% or more,1.72%,3.1% or less,6.67%,31.00%,40.00%,55.50%,66.67%,72.00%
4131,North Wasco County SD 21,420,79.05%,73.00% or more,9.05%,10.60% or less,1.43%,1.80% or less,>95%,95.00%,>95%,95.00%,86.67%,95.00%,26.19%,35.00%,16.22%,35.00%,19.23%,35.00%,>95%,95.00%,>95%,95.00%,86.67%,95.00%,23.62%,32.00%,10.81%,32.00%,7.69%,32.00%,100.00%,100.00%,67.50%,81.23%,*,100.00%,No ,No ,No ,No ,57.14,84.0% or more,55.56%,86.0% or more,2.36%,3.1% or less,22.73%,31.00%,50.00%,55.50%,77.27%,72.00%
2110,Nyssa SD 26,157,91.08%,73.00% or more,1.91%,10.60% or less,0.64%,1.80% or less,91.67%,95.00%,>95%,95.00%,>95%,95.00%,16.67%,35.00%,9.43%,35.00%,23.08%,35.00%,94.44%,95.00%,>95%,95.00%,>95%,95.00%,20.59%,32.00%,<5%,32.00%,<5%,32.00%,97.73%,100.00%,80.00%,81.23%,*,100.00%,No ,No ,No ,No ,60,84.0% or more,82.35%,86.0% or more,3.70%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
1990,Oakland SD 1,82,82.93%,73.00% or more,6.10%,10.60% or less,0.00%,1.80% or less,88.00%,95.00%,>95%,95.00%,>95%,95.00%,13.64%,35.00%,26.67%,35.00%,71.43%,35.00%,88.00%,95.00%,>95%,95.00%,>95%,95.00%,9.09%,32.00%,10.00%,32.00%,28.57%,32.00%,100.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,88.89,84.0% or more,100.00%,86.0% or more,0.00%,3.1% or less,14.29%,31.00%,14.29%,55.50%,57.14%,72.00%
2093,Oakridge SD 76,95,76.84%,73.00% or more,8.42%,10.60% or less,2.11%,1.80% or less,93.94%,95.00%,76.92%,95.00%,*,95.00%,22.58%,35.00%,10.00%,35.00%,*,35.00%,93.94%,95.00%,76.92%,95.00%,*,95.00%,19.35%,32.00%,5.00%,32.00%,*,32.00%,87.50%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,57.14,84.0% or more,55.56%,86.0% or more,6.25%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2108,Ontario SD 8C,301,72.76%,73.00% or more,8.31%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,>95%,95.00%,18.68%,35.00%,10.77%,35.00%,13.33%,35.00%,>95%,95.00%,>95%,95.00%,>95%,95.00%,16.30%,32.00%,6.25%,32.00%,<5%,32.00%,96.36%,100.00%,77.78%,81.23%,*,100.00%,No ,No ,No ,No ,82.76,84.0% or more,78.95%,86.0% or more,1.18%,3.1% or less,18.18%,31.00%,36.36%,55.50%,72.73%,72.00%
1928,Oregon City SD 62,1189,72.75%,73.00% or more,13.37%,10.60% or less,2.44%,1.80% or less,88.25%,95.00%,91.67%,95.00%,>95%,95.00%,18.12%,35.00%,18.55%,35.00%,28.40%,35.00%,87.94%,95.00%,91.03%,95.00%,94.05%,95.00%,14.80%,32.00%,8.76%,32.00%,5.06%,32.00%,98.15%,100.00%,78.57%,81.23%,75.00%,100.00%,No ,No ,No ,No ,70.43,84.0% or more,70.54%,86.0% or more,5.47%,3.1% or less,22.00%,31.00%,22.00%,55.50%,60.00%,72.00%
1926,Oregon Trail SD 46,520,65.77%,73.00% or more,18.27%,10.60% or less,1.15%,1.80% or less,92.41%,95.00%,92.70%,95.00%,92.68%,95.00%,26.87%,35.00%,22.05%,35.00%,28.95%,35.00%,91.72%,95.00%,89.78%,95.00%,90.24%,95.00%,22.56%,32.00%,17.07%,32.00%,13.51%,32.00%,100.00%,100.00%,83.87%,81.23%,100.00%,100.00%,Yes,No ,No ,No ,76.79,84.0% or more,75.68%,86.0% or more,6.67%,3.1% or less,17.50%,31.00%,45.00%,55.50%,80.00%,72.00%
2060,Paisley SD 11,20,100.00%,73.00% or more,0.00%,10.60% or less,0.00%,1.80% or less,87.50%,95.00%,*,95.00%,*,95.00%,<5%,35.00%,*,35.00%,*,35.00%,87.50%,95.00%,*,95.00%,*,95.00%,14.29%,32.00%,*,32.00%,*,32.00%,100.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,*,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2181,Parkrose SD 3,497,71.63%,73.00% or more,1.41%,10.60% or less,5.43%,1.80% or less,89.73%,95.00%,92.31%,95.00%,>95%,95.00%,12.98%,35.00%,10.83%,35.00%,13.04%,35.00%,89.04%,95.00%,93.08%,95.00%,>95%,95.00%,12.31%,32.00%,7.44%,32.00%,8.33%,32.00%,100.00%,100.00%,65.63%,81.23%,*,100.00%,No ,No ,No ,No ,51.06,84.0% or more,47.06%,86.0% or more,2.34%,3.1% or less,21.05%,31.00%,42.11%,55.50%,68.42%,72.00%
2207,Pendleton SD 16,434,64.75%,73.00% or more,10.37%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,93.33%,95.00%,11.68%,35.00%,12.06%,35.00%,25.00%,35.00%,>95%,95.00%,>95%,95.00%,>95%,95.00%,11.03%,32.00%,7.19%,32.00%,13.79%,32.00%,100.00%,100.00%,80.77%,81.23%,*,100.00%,No ,No ,No ,No ,61.54,84.0% or more,65.38%,86.0% or more,2.94%,3.1% or less,20.00%,31.00%,20.00%,55.50%,60.00%,72.00%
2192,Perrydale SD 21,32,90.63%,73.00% or more,0.00%,10.60% or less,0.00%,1.80% or less,61.54%,95.00%,71.43%,95.00%,*,95.00%,12.50%,35.00%,*,35.00%,*,35.00%,61.54%,95.00%,71.43%,95.00%,*,95.00%,<5%,32.00%,*,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,100,84.0% or more,*,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
1900,Philomath SD 17J,168,68.45%,73.00% or more,5.95%,10.60% or less,0.60%,1.80% or less,90.48%,95.00%,84.21%,95.00%,>95%,95.00%,28.95%,35.00%,18.75%,35.00%,50.00%,35.00%,88.10%,95.00%,87.72%,95.00%,>95%,95.00%,18.92%,32.00%,8.00%,32.00%,16.67%,32.00%,100.00%,100.00%,92.00%,81.23%,*,100.00%,No ,No ,No ,No ,62.5,84.0% or more,66.67%,86.0% or more,1.61%,3.1% or less,33.33%,31.00%,58.33%,55.50%,91.67%,72.00%
2039,Phoenix-Talent SD 4,362,67.96%,73.00% or more,14.92%,10.60% or less,0.55%,1.80% or less,>95%,95.00%,92.63%,95.00%,93.55%,95.00%,16.87%,35.00%,15.91%,35.00%,27.59%,35.00%,>95%,95.00%,92.63%,95.00%,>95%,95.00%,5.00%,32.00%,12.50%,32.00%,<5%,32.00%,100.00%,100.00%,81.48%,81.23%,*,100.00%,No ,No ,No ,No ,60,84.0% or more,59.46%,86.0% or more,3.57%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2202,Pilot Rock SD 2,35,94.29%,73.00% or more,0.00%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,92.31%,95.00%,*,95.00%,12.50%,35.00%,<5%,35.00%,*,35.00%,>95%,95.00%,92.31%,95.00%,*,95.00%,12.50%,32.00%,<5%,32.00%,*,32.00%,100.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,6.67%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2016,Pine Creek SD 5,*,*,73.00% or more,*,10.60% or less,*,1.80% or less,*,95.00%,*,95.00%,*,95.00%,*,35.00%,*,35.00%,*,35.00%,*,95.00%,*,95.00%,*,95.00%,*,32.00%,*,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,*,3.1% or less,*,31.00%,*,55.50%,*,72.00%
1897,Pine Eagle SD 61,29,79.31%,73.00% or more,0.00%,10.60% or less,0.00%,1.80% or less,75.00%,95.00%,*,95.00%,*,95.00%,33.33%,35.00%,*,35.00%,*,35.00%,75.00%,95.00%,*,95.00%,*,95.00%,33.33%,32.00%,*,32.00%,*,32.00%,*,100.00%,83.33%,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2047,Pinehurst SD 94,*,*,73.00% or more,*,10.60% or less,*,1.80% or less,*,95.00%,*,95.00%,*,95.00%,*,35.00%,*,35.00%,*,35.00%,*,95.00%,*,95.00%,*,95.00%,*,32.00%,*,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,*,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2081,Pleasant Hill SD 1,141,90.07%,73.00% or more,0.71%,10.60% or less,7.09%,1.80% or less,71.74%,95.00%,80.95%,95.00%,58.33%,95.00%,12.12%,35.00%,14.71%,35.00%,57.14%,35.00%,65.22%,95.00%,76.19%,95.00%,50.00%,95.00%,13.33%,32.00%,6.25%,32.00%,<5%,32.00%,100.00%,100.00%,66.67%,81.23%,*,100.00%,No ,No ,No ,No ,58.33,84.0% or more,78.57%,86.0% or more,1.69%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2062,Plush SD 18,*,*,73.00% or more,*,10.60% or less,*,1.80% or less,*,95.00%,*,95.00%,*,95.00%,*,35.00%,*,35.00%,*,35.00%,*,95.00%,*,95.00%,*,95.00%,*,32.00%,*,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,*,3.1% or less,*,31.00%,*,55.50%,*,72.00%
1973,Port Orford-Langlois SD 2CJ,18,88.89%,73.00% or more,5.56%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,*,95.00%,28.57%,35.00%,37.50%,35.00%,*,35.00%,>95%,95.00%,>95%,95.00%,*,95.00%,28.57%,32.00%,37.50%,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2180,Portland SD 1J,7009,81.45%,73.00% or more,7.22%,10.60% or less,2.85%,1.80% or less,84.46%,95.00%,86.56%,95.00%,62.35%,95.00%,35.82%,35.00%,28.45%,35.00%,33.96%,35.00%,84.06%,95.00%,84.93%,95.00%,56.94%,95.00%,28.82%,32.00%,20.62%,32.00%,16.12%,32.00%,96.52%,100.00%,75.63%,81.23%,30.77%,100.00%,Yes,No ,No ,No ,59.27,84.0% or more,70.36%,86.0% or more,4.99%,3.1% or less,45.71%,31.00%,58.86%,55.50%,83.43%,72.00%
1967,Powers SD 31,16,56.25%,73.00% or more,0.00%,10.60% or less,0.00%,1.80% or less,*,95.00%,87.50%,95.00%,*,95.00%,*,35.00%,14.29%,35.00%,*,35.00%,*,95.00%,87.50%,95.00%,*,95.00%,*,32.00%,<5%,32.00%,*,32.00%,100.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,14.29%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2009,Prairie City SD 4,20,90.00%,73.00% or more,0.00%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,*,95.00%,14.29%,35.00%,14.29%,35.00%,*,35.00%,>95%,95.00%,>95%,95.00%,*,95.00%,<5%,32.00%,<5%,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2045,Prospect SD 59,23,91.30%,73.00% or more,4.35%,10.60% or less,0.00%,1.80% or less,85.71%,95.00%,*,95.00%,*,95.00%,16.67%,35.00%,*,35.00%,*,35.00%,85.71%,95.00%,*,95.00%,*,95.00%,16.67%,32.00%,*,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
1946,Rainier SD 13,119,73.95%,73.00% or more,18.49%,10.60% or less,0.84%,1.80% or less,90.63%,95.00%,>95%,95.00%,>95%,95.00%,27.59%,35.00%,22.86%,35.00%,57.14%,35.00%,90.63%,95.00%,>95%,95.00%,>95%,95.00%,24.14%,32.00%,20.00%,32.00%,28.57%,32.00%,96.43%,100.00%,84.62%,81.23%,*,100.00%,No ,No ,No ,No ,71.43,84.0% or more,58.82%,86.0% or more,17.39%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
1977,Redmond SD 2J,953,83.11%,73.00% or more,7.35%,10.60% or less,0.21%,1.80% or less,89.64%,95.00%,73.52%,95.00%,57.65%,95.00%,13.07%,35.00%,11.37%,35.00%,16.33%,35.00%,89.19%,95.00%,70.73%,95.00%,58.82%,95.00%,13.64%,32.00%,5.42%,32.00%,14.00%,32.00%,98.46%,100.00%,78.02%,81.23%,100.00%,100.00%,No ,No ,No ,No ,68.97,84.0% or more,64.20%,86.0% or more,5.58%,3.1% or less,14.89%,31.00%,34.04%,55.50%,63.83%,72.00%
2001,Reedsport SD 105,116,64.66%,73.00% or more,12.07%,10.60% or less,0.86%,1.80% or less,93.94%,95.00%,90.00%,95.00%,57.14%,95.00%,16.13%,35.00%,18.52%,35.00%,58.33%,35.00%,90.91%,95.00%,93.33%,95.00%,55.00%,95.00%,13.33%,32.00%,21.43%,32.00%,18.18%,32.00%,100.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,33.33,84.0% or more,52.94%,86.0% or more,10.64%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2182,Reynolds SD 7,1700,54.59%,73.00% or more,12.76%,10.60% or less,5.65%,1.80% or less,94.00%,95.00%,93.72%,95.00%,92.63%,95.00%,13.37%,35.00%,12.16%,35.00%,19.32%,35.00%,92.64%,95.00%,92.09%,95.00%,88.42%,95.00%,10.88%,32.00%,6.31%,32.00%,<5%,32.00%,98.81%,100.00%,71.43%,81.23%,83.33%,100.00%,No ,No ,No ,No ,55,84.0% or more,49.56%,86.0% or more,6.95%,3.1% or less,16.67%,31.00%,52.78%,55.50%,69.44%,72.00%
